date,cases(t+14),confirmed(t),calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,Debris,FishSeed,Adult_Mosquitoes,irs_patient,cluster
09/16/2013,0,1.0,0,0,16,5,1,0,0,1,0,0,0,0,0,0,15
09/17/2013,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,15
09/18/2013,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,15
09/19/2013,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,15
09/20/2013,0,0,0,0,1,1,0,2,0,9,5,0,0,0,0,0,15
09/21/2013,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,0,15
09/22/2013,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15
09/23/2013,0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,15
09/24/2013,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,15
09/25/2013,0,1.0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,15
09/26/2013,0,0,0,0,2,1,0,0,0,0,4,0,0,3,0,0,15
09/27/2013,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15
09/28/2013,0,0,0,0,0,5,0,1,1,0,3,0,0,0,0,0,15
09/29/2013,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,15
09/30/2013,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,15
10/01/2013,0,0.0,0,0,0,2,0,0,0,7,6,0,0,0,0,0,15
10/02/2013,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15
10/03/2013,0,0,0,0,0,3,0,0,0,10,13,0,0,0,0,0,15
10/04/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10/05/2013,0,0,0,0,0,1,0,4,0,1,3,0,0,0,0,0,15
10/06/2013,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15
10/07/2013,0,0.0,0,0,0,3,0,1,0,0,6,0,0,0,0,0,15
10/08/2013,0,0.0,0,0,0,1,0,2,0,3,5,0,0,0,0,0,15
10/09/2013,0,0,0,0,1,3,0,1,0,1,5,0,0,0,0,0,15
10/10/2013,0,0,0,0,1,22,0,1,0,0,6,0,0,0,0,0,15
10/11/2013,0,0,0,0,2,20,0,0,0,3,1,0,0,0,0,0,15
10/12/2013,0,2.0,0,0,0,11,0,0,0,6,1,0,0,0,0,0,15
10/13/2013,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,15
10/14/2013,0,0,0,0,0,2,2,6,0,2,2,0,0,0,0,0,15
10/15/2013,0,1.0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,15
10/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10/17/2013,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,15
10/18/2013,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,15
10/19/2013,0,0.0,0,0,0,1,1,37,0,4,1,0,0,0,0,0,15
10/20/2013,0,0,0,0,6,0,0,106,0,0,2,0,0,0,0,0,15
10/21/2013,0,1.0,0,0,2,2,0,63,0,8,4,0,0,0,0,0,15
10/22/2013,0,1.0,0,0,2,3,1,30,0,0,6,0,0,0,0,0,15
10/23/2013,0,1.0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,15
10/24/2013,0,1.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15
10/25/2013,0,0.0,0,0,1,2,2,15,0,8,4,0,0,0,0,0,15
10/26/2013,0,0.0,0,0,1,0,4,7,0,1,1,0,0,0,0,0,15
10/27/2013,0,0,0,0,3,6,0,32,0,1,8,0,0,0,0,0,15
10/28/2013,0,0.0,0,0,1,3,0,17,0,0,21,0,0,2,0,0,15
10/29/2013,0,1.0,0,0,2,6,0,77,0,6,2,0,0,0,0,0,15
10/30/2013,0,1.0,0,0,4,15,0,80,0,22,15,0,0,3,0,0,15
10/31/2013,0,0.0,0,0,2,6,0,37,0,22,21,0,0,0,0,0,15
11/01/2013,0,0.0,0,0,0,1,0,30,0,8,31,0,0,0,0,0,15
11/02/2013,0,0.0,0,0,0,4,0,15,0,26,5,0,0,0,0,0,15
11/03/2013,0,0.0,0,0,867,30,0,26,4,9,3,0,0,0,0,0,15
11/04/2013,0,1.0,0,0,4,15,0,12,1,12,7,0,0,0,0,0,15
11/05/2013,0,0.0,0,0,4,13,0,5,1,19,8,0,0,0,0,0,15
11/06/2013,0,1.0,0,0,9,14,2,58,0,10,26,0,0,0,0,0,15
11/07/2013,0,5.0,0,0,2,8,47,50,1,15,6,0,0,0,0,0,15
11/08/2013,0,3.0,0,0,6,9,31,25,0,11,11,0,0,0,0,0,15
11/09/2013,0,0.0,0,0,5,12,3,48,0,4,10,0,0,0,0,0,15
11/10/2013,0,1.0,0,0,2,3,0,37,0,7,9,0,0,0,0,0,15
11/11/2013,0,4.0,0,0,1,13,0,48,0,5,0,0,0,0,0,0,15
11/12/2013,0,2.0,0,0,1,4,9,37,1,11,8,0,0,0,0,0,15
11/13/2013,0,0.0,0,0,14,16,12,34,0,23,16,0,0,0,0,0,15
11/14/2013,0,1.0,0,0,0,0,4,11,0,5,1,0,0,0,0,0,15
11/15/2013,0,1.0,0,0,0,2,3,1,0,0,4,0,0,0,0,0,15
11/16/2013,0,2.0,0,0,2,6,8,13,0,13,12,0,0,0,0,0,15
11/17/2013,0,0.0,0,0,2,17,8,23,0,4,10,0,0,0,0,0,15
11/18/2013,0,3.0,0,0,8,3,6,8,0,2,20,0,0,0,0,0,15
11/19/2013,0,1.0,0,0,2,12,11,8,0,2,5,0,0,0,0,0,15
11/20/2013,0,1.0,0,0,30,14,9,23,0,0,14,0,0,0,0,0,15
11/21/2013,0,1.0,0,0,7,7,21,17,0,0,6,0,0,0,0,0,15
11/22/2013,0,1.0,0,0,22,0,0,6,0,2,24,0,0,0,0,0,15
11/23/2013,0,1.0,0,0,0,12,9,12,0,4,16,0,0,0,0,0,15
11/24/2013,0,1.0,0,0,0,2,26,2,0,7,13,0,0,0,0,0,15
11/25/2013,0,1.0,0,0,0,14,50,7,0,1,4,0,0,4,0,0,15
11/26/2013,0,1.0,0,0,7,19,35,42,0,4,10,0,0,0,0,0,15
11/27/2013,0,2.0,0,0,0,23,13,17,0,9,8,0,0,0,0,0,15
11/28/2013,0,1.0,0,0,0,15,7,3,1,5,19,0,0,0,0,0,15
11/29/2013,0,0,0,0,2,22,1,8,0,9,2,0,0,0,0,0,15
11/30/2013,0,0,0,0,1,0,1,10,0,10,0,0,0,0,0,0,15
12/01/2013,0,0.0,0,0,0,17,0,5,0,10,18,0,0,0,0,0,15
12/02/2013,0,1.0,0,0,1,0,0,28,0,5,13,0,0,0,0,0,15
12/03/2013,0,1.0,0,0,0,45,0,5,0,2,5,0,0,0,0,0,15
12/04/2013,0,1.0,0,0,1,8,0,13,0,5,8,0,0,0,0,0,15
12/05/2013,0,1.0,0,0,39,22,1,4,0,8,3,0,0,0,0,0,15
12/06/2013,0,2.0,0,0,0,1,2,27,0,16,9,0,0,0,0,0,15
12/07/2013,0,1.0,0,0,1,1,38,76,0,2,10,0,0,0,0,0,15
12/08/2013,0,0.0,0,0,0,0,47,3,0,3,39,0,0,0,0,0,15
12/09/2013,0,0.0,0,0,1,4,16,101,0,10,13,0,0,0,0,0,15
12/10/2013,0,0.0,0,0,0,5,7,1,0,6,4,0,0,0,0,0,15
12/11/2013,0,1.0,0,0,0,3,0,9,0,6,0,0,0,0,0,0,15
12/12/2013,0,1.0,0,0,2,0,0,1,0,4,25,0,0,0,0,0,15
12/13/2013,0,1.0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,15
12/14/2013,0,0.0,0,0,0,0,2,4,0,5,7,0,0,0,0,0,15
12/15/2013,0,0,0,0,0,0,8,3,0,6,1,0,0,0,0,0,15
12/16/2013,0,0.0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,15
12/17/2013,0,0.0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,15
12/18/2013,0,0.0,0,0,2,0,8,1,0,5,3,0,0,0,0,0,15
12/19/2013,0,0,0,0,8,18,0,0,0,2,3,0,0,0,0,0,15
12/20/2013,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,15
12/21/2013,0,0.0,0,0,6,1,0,0,0,9,0,0,0,2,0,0,15
12/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
12/23/2013,0,0.0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15
12/24/2013,0,0.0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15
12/25/2013,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15
12/26/2013,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15
12/27/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15
12/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
12/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
12/30/2013,0,0,0,0,9,0,0,4,0,4,0,0,0,0,0,0,15
12/31/2013,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/13/2013,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,16
06/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/18/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
06/19/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/20/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/24/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
06/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
06/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/01/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
07/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/19/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/20/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
07/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/15/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
08/16/2013,0,1.0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,16
08/17/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
08/18/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
08/19/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/20/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/21/2013,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16
08/22/2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16
08/23/2013,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
08/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/25/2013,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,16
08/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/27/2013,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16
08/28/2013,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,16
08/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
08/30/2013,0,2.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,16
08/31/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
09/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/03/2013,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16
09/04/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
09/05/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
09/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/07/2013,0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,16
09/08/2013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16
09/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/10/2013,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
09/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/12/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/13/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/16/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/17/2013,0,1.0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,16
09/18/2013,0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16
09/19/2013,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16
09/20/2013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16
09/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/23/2013,0,1.0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,16
09/24/2013,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,16
09/25/2013,0,2.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
09/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/27/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
09/28/2013,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
09/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
09/30/2013,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,16
10/01/2013,0,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16
10/02/2013,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16
10/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/04/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/05/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/07/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/09/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
10/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/11/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/12/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/14/2013,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,16
10/15/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/17/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
10/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/19/2013,0,1.0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,16
10/20/2013,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,16
10/21/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/22/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/23/2013,0,5.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,16
10/24/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/25/2013,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
10/26/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/27/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/28/2013,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/29/2013,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/30/2013,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16
10/31/2013,0,6.0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,16
11/01/2013,0,12.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,16
11/02/2013,0,4.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,16
11/03/2013,0,0,0,0,3,0,1,0,0,2,1,0,0,2,0,0,16
11/04/2013,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/05/2013,0,3.0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16
11/06/2013,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/07/2013,0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16
11/08/2013,0,2.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,16
11/09/2013,0,7.0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,16
11/10/2013,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
11/11/2013,0,4.0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,16
11/12/2013,0,6.0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16
11/13/2013,0,2.0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,16
11/14/2013,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/15/2013,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/16/2013,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/17/2013,0,2.0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16
11/18/2013,0,3.0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16
11/19/2013,0,10.0,0,0,11,0,3,7,0,0,0,0,0,0,0,0,16
11/20/2013,0,3.0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,16
11/21/2013,0,2.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16
11/22/2013,0,2.0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,16
11/23/2013,0,2.0,0,0,2,0,0,17,3,0,1,0,0,0,0,0,16
11/24/2013,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
11/25/2013,0,8.0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,16
11/26/2013,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16
11/27/2013,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16
11/28/2013,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
11/30/2013,0,6.0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,16
12/01/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/02/2013,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
12/03/2013,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/04/2013,0,2.0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,16
12/05/2013,0,1.0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,16
12/06/2013,0,4.0,0,0,3,16,4,0,0,0,2,0,0,0,0,0,16
12/07/2013,0,1.0,0,0,5,4,0,0,0,1,1,0,0,0,0,0,16
12/08/2013,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,16
12/09/2013,0,2.0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,16
12/10/2013,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16
12/11/2013,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
12/12/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/13/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/14/2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
12/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/18/2013,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,16
12/19/2013,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,16
12/20/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
12/21/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
12/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/23/2013,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/25/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
12/26/2013,0,1.0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16
12/27/2013,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,16
12/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/29/2013,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,16
12/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12/31/2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
06/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
